STUDYID,DOMAIN,USUBJID,PUID,COHORT,SUBJID,POOLID,CLSEQ,FOCID,CLGRPID,CLSPID,CLTESTCD,CLTEST,CLCAT,CLSCAT,CLBODSYS,CLORRES,CLSTRESC,CLRESCAT,CLSTAT,CLREASND,CLLOC,CLEVAL,CLSEV,CLEXCLFL,CLREASEX,CLUSCHFL,VISITDY,CLDTC,CLENDTC,CLDY,CLENDY,CLNOMDY,CLNOMLBL,CLTPT,CLTPTNUM,CLELTM,CLTPTREF,CLRFTDTC
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0015,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-20,2012-02-20,76,76,76,Week 9,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0016,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-23,2012-02-23,79,79,79,Week 9,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0017,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-27,2012-02-27,83,83,83,Week 10,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0018,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-01,2012-03-01,86,86,86,Week 10,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0019,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-05,2012-03-05,90,90,90,Week 11,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.002,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-08,2012-03-08,93,93,93,Week 11,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0021,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,EJ,,,,,,2012-03-12,2012-03-12,97,97,97,Week 12,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0022,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,EJ,,,,,,2012-03-15,2012-03-15,100,100,100,Week 12,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0023,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-03-19,2012-03-19,104,104,104,Week 13,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0024,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-03-22,2012-03-22,107,107,107,Week 13,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0025,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-26,2012-03-26,111,111,111,Week 14,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0026,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-29,2012-03-29,114,114,114,Week 14,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a027,N150,a,27,,6.0027,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-04-02,2012-04-02,118,118,118,Week 15,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-12,2012-01-12,37,37,37,Week 1,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0001,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-16,2012-01-16,41,41,41,Week 2,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0002,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-19,2012-01-19,44,44,44,Week 2,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0003,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-23,2012-01-23,48,48,48,Week 3,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0004,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-26,2012-01-26,51,51,51,Week 3,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0005,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-30,2012-01-30,55,55,55,Week 4,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0006,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-02,2012-02-02,58,58,58,Week 4,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0007,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,LIGHT,"erythema, dry dermatitis",clinical relevant classification,,,right hind leg,EJ,1.0,,,,,2012-02-06,2012-02-06,62,62,62,Week 5,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0008,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,EJ,,,,,,2012-02-09,2012-02-09,65,65,65,Week 5,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0009,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,LIGHT,"erythema, dry dermatitis",clinical relevant classification,,,right hind leg,EJ,1.0,,,,,2012-02-13,2012-02-13,69,69,69,Week 6,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.001,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-02-16,2012-02-16,72,72,72,Week 6,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0011,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-20,2012-02-20,76,76,76,Week 7,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0012,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-23,2012-02-23,79,79,79,Week 7,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0013,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-27,2012-02-27,83,83,83,Week 8,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0014,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-01,2012-03-01,86,86,86,Week 8,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0015,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-05,2012-03-05,90,90,90,Week 9,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0016,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-08,2012-03-08,93,93,93,Week 9,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0017,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,LIGHT,"erythema, dry dermatitis",clinical relevant classification,,,right hind leg,EJ,1.0,,,,,2012-03-12,2012-03-12,97,97,97,Week 10,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0018,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,LIGHT,"erythema, dry dermatitis",clinical relevant classification,,,right hind leg,EJ,1.0,,,,,2012-03-15,2012-03-15,100,100,100,Week 10,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0019,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-03-19,2012-03-19,104,104,104,Week 11,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.002,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-03-22,2012-03-22,107,107,107,Week 11,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0021,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-26,2012-03-26,111,111,111,Week 12,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0022,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,LIGHT,"erythema, dry dermatitis",clinical relevant classification,,,right hind leg,EJ,1.0,,,,,2012-03-29,2012-03-29,114,114,114,Week 12,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0023,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-04-02,2012-04-02,118,118,118,Week 13,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0024,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-04-05,2012-04-05,121,121,121,Week 13,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0025,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-04-10,2012-04-10,126,126,126,Week 14,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0026,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-04-12,2012-04-12,128,128,128,Week 14,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0027,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-04-17,2012-04-17,133,133,133,Week 15,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0028,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-04-20,2012-04-20,136,136,136,Week 15,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0029,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-04-23,2012-04-23,139,139,139,Week 16,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.003,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-04-26,2012-04-26,142,142,142,Week 16,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0031,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-04-30,2012-04-30,146,146,146,Week 17,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0032,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-05-03,2012-05-03,149,149,149,Week 17,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0033,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-05-07,2012-05-07,153,153,153,Week 18,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0034,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-05-10,2012-05-10,156,156,156,Week 18,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0035,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,KS,,,,,,2012-05-14,2012-05-14,160,160,160,Week 19,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0036,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-05-18,2012-05-18,164,164,164,Week 19,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0037,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-05-21,2012-05-21,167,167,167,Week 20,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0038,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-05-24,2012-05-24,170,170,170,Week 20,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0039,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-05-30,2012-05-30,176,176,176,Week 21,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.004,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-06-04,2012-06-04,181,181,181,Week 22,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0041,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-06-07,2012-06-07,184,184,184,Week 22,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0042,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-06-11,2012-06-11,188,188,188,Week 23,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0043,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-06-14,2012-06-14,191,191,191,Week 23,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0044,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-06-18,2012-06-18,195,195,195,Week 24,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0045,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-06-21,2012-06-21,198,198,198,Week 24,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0046,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-06-25,2012-06-25,202,202,202,Week 25,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0047,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-06-28,2012-06-28,205,205,205,Week 25,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0048,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-07-02,2012-07-02,209,209,209,Week 26,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a028,N150,a,28,,6.0049,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-07-05,2012-07-05,212,212,212,Week 26,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,EJ,,,,,,2012-01-05,2012-01-05,30,30,30,Week 1,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0001,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,EJ,,,,,,2012-01-09,2012-01-09,34,34,34,Week 2,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0002,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-12,2012-01-12,37,37,37,Week 2,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0003,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-16,2012-01-16,41,41,41,Week 3,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0004,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-19,2012-01-19,44,44,44,Week 3,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0005,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-23,2012-01-23,48,48,48,Week 4,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0006,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-26,2012-01-26,51,51,51,Week 4,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0007,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-01-30,2012-01-30,55,55,55,Week 5,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0008,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-02,2012-02-02,58,58,58,Week 5,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0009,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-06,2012-02-06,62,62,62,Week 6,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.001,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-09,2012-02-09,65,65,65,Week 6,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0011,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-13,2012-02-13,69,69,69,Week 7,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0012,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-02-16,2012-02-16,72,72,72,Week 7,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0013,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-20,2012-02-20,76,76,76,Week 8,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0014,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-23,2012-02-23,79,79,79,Week 8,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0015,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-02-27,2012-02-27,83,83,83,Week 9,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0016,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-01,2012-03-01,86,86,86,Week 9,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0017,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-05,2012-03-05,90,90,90,Week 10,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0018,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-08,2012-03-08,93,93,93,Week 10,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0019,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,EJ,,,,,,2012-03-12,2012-03-12,97,97,97,Week 11,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.002,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,EJ,,,,,,2012-03-15,2012-03-15,100,100,100,Week 11,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0021,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-03-19,2012-03-19,104,104,104,Week 12,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0022,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-03-22,2012-03-22,107,107,107,Week 12,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0023,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-26,2012-03-26,111,111,111,Week 13,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0024,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,EJ,0.0,,,,,2012-03-29,2012-03-29,114,114,114,Week 13,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0025,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-04-02,2012-04-02,118,118,118,Week 14,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a029,N150,a,29,,6.0026,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,NONE,normal skin,clinical relevant classification,,,right hind leg,KS,0.0,,,,,2012-04-05,2012-04-05,121,121,121,Week 14,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a030,N150,a,30,,6.0,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,KS,,,,,,2011-12-26,2011-12-26,20,20,20,Week 1,,,,,
Xeno Nimo Hypox;FaDu,CL,N150a030,N150,a,30,,6.0001,,,,EY,Eyes,DERMAL,TOXICITY,INTEGUMENTARY SYSTEM,,,clinical relevant classification,NOT DONE,UNKNOWN,right hind leg,EJ,,,,,,2011-12-29,2011-12-29,23,23,23,Week 2,,,,,
